absence_id,etudiant_id,absence_date,absence_heures,filieres_groupe_id,filieres_nom,filieres_niveau,groupes_nom
773,890,2024-10-18,8,1,Annees Preparatoires,AP1,AP1_G1
774,890,2025-06-16,6,1,Annees Preparatoires,AP1,AP1_G1
775,891,2025-05-09,4,2,Annees Preparatoires,AP1,AP1_G2
776,891,2025-02-03,2,2,Annees Preparatoires,AP1,AP1_G2
777,891,2024-11-11,8,2,Annees Preparatoires,AP1,AP1_G2
778,893,2025-06-17,2,1,Annees Preparatoires,AP1,AP1_G1
779,893,2024-10-11,4,1,Annees Preparatoires,AP1,AP1_G1
780,895,2025-03-14,2,2,Annees Preparatoires,AP1,AP1_G2
781,897,2024-09-10,4,1,Annees Preparatoires,AP1,AP1_G1
782,897,2024-10-17,2,1,Annees Preparatoires,AP1,AP1_G1
783,897,2025-01-24,6,1,Annees Preparatoires,AP1,AP1_G1
784,897,2024-12-28,2,1,Annees Preparatoires,AP1,AP1_G1
785,898,2025-04-12,6,1,Annees Preparatoires,AP1,AP1_G1
786,901,2025-04-05,2,1,Annees Preparatoires,AP1,AP1_G1
787,902,2025-03-11,2,2,Annees Preparatoires,AP1,AP1_G2
788,904,2025-01-19,4,2,Annees Preparatoires,AP1,AP1_G2
789,905,2024-10-07,8,2,Annees Preparatoires,AP1,AP1_G2
790,906,2024-09-14,6,2,Annees Preparatoires,AP1,AP1_G2
791,906,2024-11-10,8,2,Annees Preparatoires,AP1,AP1_G2
792,907,2025-04-19,2,2,Annees Preparatoires,AP1,AP1_G2
793,910,2024-12-20,2,1,Annees Preparatoires,AP1,AP1_G1
794,912,2025-04-10,4,1,Annees Preparatoires,AP1,AP1_G1
795,917,2025-01-30,4,1,Annees Preparatoires,AP1,AP1_G1
796,920,2025-02-26,2,1,Annees Preparatoires,AP1,AP1_G1
797,921,2025-01-28,4,2,Annees Preparatoires,AP1,AP1_G2
798,925,2024-10-07,4,1,Annees Preparatoires,AP1,AP1_G1
799,925,2024-12-26,4,1,Annees Preparatoires,AP1,AP1_G1
800,925,2025-03-28,2,1,Annees Preparatoires,AP1,AP1_G1
801,925,2025-06-06,2,1,Annees Preparatoires,AP1,AP1_G1
802,925,2024-10-20,2,1,Annees Preparatoires,AP1,AP1_G1
803,926,2025-05-09,4,1,Annees Preparatoires,AP1,AP1_G1
804,926,2025-04-25,2,1,Annees Preparatoires,AP1,AP1_G1
805,926,2024-12-27,2,1,Annees Preparatoires,AP1,AP1_G1
806,928,2024-10-05,4,1,Annees Preparatoires,AP1,AP1_G1
807,928,2025-02-04,4,1,Annees Preparatoires,AP1,AP1_G1
808,928,2024-12-07,6,1,Annees Preparatoires,AP1,AP1_G1
809,936,2025-04-07,4,2,Annees Preparatoires,AP1,AP1_G2
810,936,2025-05-18,4,2,Annees Preparatoires,AP1,AP1_G2
811,937,2024-09-26,2,1,Annees Preparatoires,AP1,AP1_G1
812,938,2025-06-14,8,1,Annees Preparatoires,AP1,AP1_G1
813,939,2025-03-07,2,1,Annees Preparatoires,AP1,AP1_G1
814,940,2025-02-03,4,1,Annees Preparatoires,AP1,AP1_G1
815,940,2025-06-04,4,1,Annees Preparatoires,AP1,AP1_G1
816,940,2025-04-21,4,1,Annees Preparatoires,AP1,AP1_G1
817,940,2025-03-24,2,1,Annees Preparatoires,AP1,AP1_G1
818,941,2025-04-11,4,1,Annees Preparatoires,AP1,AP1_G1
819,941,2024-11-18,6,1,Annees Preparatoires,AP1,AP1_G1
820,941,2024-11-24,4,1,Annees Preparatoires,AP1,AP1_G1
821,943,2025-05-21,6,1,Annees Preparatoires,AP1,AP1_G1
822,943,2025-02-27,2,1,Annees Preparatoires,AP1,AP1_G1
823,945,2024-12-02,2,1,Annees Preparatoires,AP1,AP1_G1
824,945,2025-05-03,4,1,Annees Preparatoires,AP1,AP1_G1
825,956,2025-02-08,8,1,Annees Preparatoires,AP1,AP1_G1
826,956,2025-02-10,4,1,Annees Preparatoires,AP1,AP1_G1
827,957,2025-04-02,2,1,Annees Preparatoires,AP1,AP1_G1
828,957,2025-04-10,4,1,Annees Preparatoires,AP1,AP1_G1
829,957,2024-12-11,4,1,Annees Preparatoires,AP1,AP1_G1
830,957,2025-04-14,2,1,Annees Preparatoires,AP1,AP1_G1
831,957,2025-01-06,2,1,Annees Preparatoires,AP1,AP1_G1
832,957,2025-02-27,4,1,Annees Preparatoires,AP1,AP1_G1
833,958,2025-01-26,2,2,Annees Preparatoires,AP1,AP1_G2
834,959,2025-02-24,2,1,Annees Preparatoires,AP1,AP1_G1
835,961,2025-02-22,4,1,Annees Preparatoires,AP1,AP1_G1
836,964,2024-12-17,4,2,Annees Preparatoires,AP1,AP1_G2
837,964,2025-06-27,2,2,Annees Preparatoires,AP1,AP1_G2
838,964,2025-01-27,6,2,Annees Preparatoires,AP1,AP1_G2
839,964,2025-03-20,2,2,Annees Preparatoires,AP1,AP1_G2
840,964,2024-09-30,2,2,Annees Preparatoires,AP1,AP1_G2
841,966,2025-06-11,4,2,Annees Preparatoires,AP1,AP1_G2
842,966,2024-10-14,8,2,Annees Preparatoires,AP1,AP1_G2
843,966,2025-05-14,2,2,Annees Preparatoires,AP1,AP1_G2
844,966,2025-01-13,2,2,Annees Preparatoires,AP1,AP1_G2
845,969,2025-02-07,6,2,Annees Preparatoires,AP1,AP1_G2
846,970,2025-06-19,2,1,Annees Preparatoires,AP1,AP1_G1
847,970,2025-01-29,2,1,Annees Preparatoires,AP1,AP1_G1
848,970,2024-10-17,2,1,Annees Preparatoires,AP1,AP1_G1
849,971,2025-04-16,4,2,Annees Preparatoires,AP1,AP1_G2
850,971,2024-09-15,6,2,Annees Preparatoires,AP1,AP1_G2
851,974,2024-12-31,4,1,Annees Preparatoires,AP1,AP1_G1
852,974,2025-06-10,8,1,Annees Preparatoires,AP1,AP1_G1
853,982,2024-10-17,4,2,Annees Preparatoires,AP1,AP1_G2
854,982,2025-04-11,4,2,Annees Preparatoires,AP1,AP1_G2
855,984,2025-01-18,6,1,Annees Preparatoires,AP1,AP1_G1
856,985,2024-10-25,8,1,Annees Preparatoires,AP1,AP1_G1
857,988,2025-02-05,6,2,Annees Preparatoires,AP1,AP1_G2
858,988,2025-06-13,4,2,Annees Preparatoires,AP1,AP1_G2
859,988,2024-09-26,4,2,Annees Preparatoires,AP1,AP1_G2
860,988,2024-10-03,4,2,Annees Preparatoires,AP1,AP1_G2
861,989,2025-04-17,4,2,Annees Preparatoires,AP1,AP1_G2
862,989,2025-03-31,6,2,Annees Preparatoires,AP1,AP1_G2
863,989,2025-06-12,8,2,Annees Preparatoires,AP1,AP1_G2
864,991,2024-10-04,4,2,Annees Preparatoires,AP1,AP1_G2
865,993,2024-12-19,6,2,Annees Preparatoires,AP1,AP1_G2
866,995,2024-11-30,2,2,Annees Preparatoires,AP1,AP1_G2
867,996,2025-04-04,6,3,Annees Preparatoires,AP2,AP2_G1
868,996,2024-12-04,2,3,Annees Preparatoires,AP2,AP2_G1
869,996,2025-04-19,2,3,Annees Preparatoires,AP2,AP2_G1
870,998,2025-05-06,2,4,Annees Preparatoires,AP2,AP2_G2
871,1001,2025-03-22,2,4,Annees Preparatoires,AP2,AP2_G2
872,1004,2025-03-19,2,3,Annees Preparatoires,AP2,AP2_G1
873,1004,2024-10-05,4,3,Annees Preparatoires,AP2,AP2_G1
874,1004,2025-04-10,2,3,Annees Preparatoires,AP2,AP2_G1
875,1004,2025-06-27,4,3,Annees Preparatoires,AP2,AP2_G1
876,1005,2025-05-02,2,3,Annees Preparatoires,AP2,AP2_G1
877,1008,2024-09-22,6,3,Annees Preparatoires,AP2,AP2_G1
878,1011,2024-09-12,2,4,Annees Preparatoires,AP2,AP2_G2
879,1011,2024-10-13,6,4,Annees Preparatoires,AP2,AP2_G2
880,1012,2025-02-18,8,4,Annees Preparatoires,AP2,AP2_G2
881,1015,2025-03-09,6,3,Annees Preparatoires,AP2,AP2_G1
882,1017,2025-06-25,4,4,Annees Preparatoires,AP2,AP2_G2
883,1022,2024-10-06,2,3,Annees Preparatoires,AP2,AP2_G1
884,1022,2025-04-12,2,3,Annees Preparatoires,AP2,AP2_G1
885,1024,2025-06-16,8,4,Annees Preparatoires,AP2,AP2_G2
886,1031,2025-04-20,4,3,Annees Preparatoires,AP2,AP2_G1
887,1032,2025-02-07,8,4,Annees Preparatoires,AP2,AP2_G2
888,1035,2024-12-16,4,3,Annees Preparatoires,AP2,AP2_G1
889,1035,2025-03-15,2,3,Annees Preparatoires,AP2,AP2_G1
890,1035,2024-11-13,6,3,Annees Preparatoires,AP2,AP2_G1
891,1037,2025-04-13,4,4,Annees Preparatoires,AP2,AP2_G2
892,1037,2025-01-24,4,4,Annees Preparatoires,AP2,AP2_G2
893,1038,2025-02-17,6,3,Annees Preparatoires,AP2,AP2_G1
894,1041,2024-11-10,8,4,Annees Preparatoires,AP2,AP2_G2
895,1042,2024-09-22,2,3,Annees Preparatoires,AP2,AP2_G1
896,1043,2025-04-20,2,3,Annees Preparatoires,AP2,AP2_G1
897,1045,2025-01-16,4,4,Annees Preparatoires,AP2,AP2_G2
898,1048,2025-05-14,6,4,Annees Preparatoires,AP2,AP2_G2
899,1051,2025-06-03,2,3,Annees Preparatoires,AP2,AP2_G1
900,1058,2025-03-23,8,4,Annees Preparatoires,AP2,AP2_G2
901,1062,2025-03-21,2,4,Annees Preparatoires,AP2,AP2_G2
902,1063,2025-05-12,4,3,Annees Preparatoires,AP2,AP2_G1
903,1063,2025-04-01,2,3,Annees Preparatoires,AP2,AP2_G1
904,1063,2025-02-08,2,3,Annees Preparatoires,AP2,AP2_G1
905,1063,2024-09-19,8,3,Annees Preparatoires,AP2,AP2_G1
906,1070,2025-03-28,4,3,Annees Preparatoires,AP2,AP2_G1
907,1076,2024-12-14,4,3,Annees Preparatoires,AP2,AP2_G1
908,1077,2025-03-31,2,3,Annees Preparatoires,AP2,AP2_G1
909,1078,2024-10-27,2,3,Annees Preparatoires,AP2,AP2_G1
910,1080,2024-09-08,4,4,Annees Preparatoires,AP2,AP2_G2
911,1080,2024-10-31,4,4,Annees Preparatoires,AP2,AP2_G2
912,1085,2024-11-24,2,3,Annees Preparatoires,AP2,AP2_G1
913,1087,2025-04-18,4,4,Annees Preparatoires,AP2,AP2_G2
914,1087,2024-10-24,2,4,Annees Preparatoires,AP2,AP2_G2
915,1088,2024-12-14,2,4,Annees Preparatoires,AP2,AP2_G2
916,1088,2024-09-02,4,4,Annees Preparatoires,AP2,AP2_G2
917,1088,2025-05-02,6,4,Annees Preparatoires,AP2,AP2_G2
918,1088,2025-05-30,4,4,Annees Preparatoires,AP2,AP2_G2
919,1088,2025-06-26,4,4,Annees Preparatoires,AP2,AP2_G2
920,1091,2025-01-02,6,3,Annees Preparatoires,AP2,AP2_G1
921,1098,2025-01-30,4,4,Annees Preparatoires,AP2,AP2_G2
922,1101,2025-02-16,4,3,Annees Preparatoires,AP2,AP2_G1
923,1102,2024-10-26,6,3,Annees Preparatoires,AP2,AP2_G1
924,1106,2025-02-04,4,4,Annees Preparatoires,AP2,AP2_G2
925,1109,2025-05-15,8,3,Annees Preparatoires,AP2,AP2_G1
926,1110,2024-12-14,4,3,Annees Preparatoires,AP2,AP2_G1
927,1111,2024-12-17,4,4,Annees Preparatoires,AP2,AP2_G2
928,1113,2025-01-11,8,4,Annees Preparatoires,AP2,AP2_G2
929,1115,2024-12-30,2,3,Annees Preparatoires,AP2,AP2_G1
930,1117,2025-02-16,6,4,Annees Preparatoires,AP2,AP2_G2
931,1119,2024-10-29,4,4,Annees Preparatoires,AP2,AP2_G2
932,1120,2024-09-19,2,3,Annees Preparatoires,AP2,AP2_G1
933,1125,2024-09-17,6,3,Annees Preparatoires,AP2,AP2_G1
934,1125,2025-03-09,2,3,Annees Preparatoires,AP2,AP2_G1
935,1125,2025-06-03,2,3,Annees Preparatoires,AP2,AP2_G1
936,1126,2024-10-24,6,3,Annees Preparatoires,AP2,AP2_G1
937,1127,2024-11-04,6,4,Annees Preparatoires,AP2,AP2_G2
938,1129,2025-03-22,2,3,Annees Preparatoires,AP2,AP2_G1
939,1130,2025-03-30,2,4,Annees Preparatoires,AP2,AP2_G2
940,1132,2025-02-15,4,3,Annees Preparatoires,AP2,AP2_G1
941,1132,2025-06-15,4,3,Annees Preparatoires,AP2,AP2_G1
942,1132,2024-11-20,4,3,Annees Preparatoires,AP2,AP2_G1
943,1135,2025-02-08,4,3,Annees Preparatoires,AP2,AP2_G1
944,1139,2024-10-30,4,4,Annees Preparatoires,AP2,AP2_G2
945,1140,2025-04-10,2,3,Annees Preparatoires,AP2,AP2_G1
946,1144,2025-03-10,4,4,Annees Preparatoires,AP2,AP2_G2
947,1145,2024-10-21,2,3,Annees Preparatoires,AP2,AP2_G1
948,1147,2024-10-22,4,4,Annees Preparatoires,AP2,AP2_G2
949,1154,2025-02-02,4,3,Annees Preparatoires,AP2,AP2_G1
950,1159,2024-11-22,4,4,Annees Preparatoires,AP2,AP2_G2
951,1159,2025-02-14,2,4,Annees Preparatoires,AP2,AP2_G2
952,1159,2025-06-18,2,4,Annees Preparatoires,AP2,AP2_G2
953,1160,2025-01-23,4,3,Annees Preparatoires,AP2,AP2_G1
954,1162,2025-04-26,8,3,Annees Preparatoires,AP2,AP2_G1
955,1163,2024-10-13,4,3,Annees Preparatoires,AP2,AP2_G1
956,1163,2024-09-16,2,3,Annees Preparatoires,AP2,AP2_G1
957,1165,2025-06-07,2,3,Annees Preparatoires,AP2,AP2_G1
958,1167,2025-03-26,4,4,Annees Preparatoires,AP2,AP2_G2
959,1167,2024-11-05,4,4,Annees Preparatoires,AP2,AP2_G2
960,1168,2024-11-30,2,3,Annees Preparatoires,AP2,AP2_G1
961,1169,2025-01-13,8,3,Annees Preparatoires,AP2,AP2_G1
962,1169,2025-05-01,4,3,Annees Preparatoires,AP2,AP2_G1
963,1171,2025-03-07,6,3,Annees Preparatoires,AP2,AP2_G1
964,1172,2025-01-04,4,3,Annees Preparatoires,AP2,AP2_G1
965,1172,2025-04-02,2,3,Annees Preparatoires,AP2,AP2_G1
966,1172,2025-06-13,2,3,Annees Preparatoires,AP2,AP2_G1
967,1175,2025-02-20,4,3,Annees Preparatoires,AP2,AP2_G1
968,1179,2025-01-21,4,3,Annees Preparatoires,AP2,AP2_G1
969,1180,2024-10-01,8,4,Annees Preparatoires,AP2,AP2_G2
970,1187,2025-03-13,4,3,Annees Preparatoires,AP2,AP2_G1
971,1188,2024-12-25,2,4,Annees Preparatoires,AP2,AP2_G2
972,1198,2025-04-02,4,3,Annees Preparatoires,AP2,AP2_G1
973,1198,2024-11-03,6,3,Annees Preparatoires,AP2,AP2_G1
974,1198,2025-02-08,6,3,Annees Preparatoires,AP2,AP2_G1
975,1198,2024-12-09,2,3,Annees Preparatoires,AP2,AP2_G1
976,1204,2025-05-31,2,3,Annees Preparatoires,AP2,AP2_G1
977,1215,2025-01-14,6,3,Annees Preparatoires,AP2,AP2_G1
978,1219,2025-06-12,2,4,Annees Preparatoires,AP2,AP2_G2
979,1219,2025-05-10,6,4,Annees Preparatoires,AP2,AP2_G2
980,1219,2024-10-07,4,4,Annees Preparatoires,AP2,AP2_G2
981,1228,2025-06-22,2,4,Annees Preparatoires,AP2,AP2_G2
982,1229,2025-04-09,2,3,Annees Preparatoires,AP2,AP2_G1
983,1230,2025-04-07,2,4,Annees Preparatoires,AP2,AP2_G2
984,1231,2024-09-18,4,3,Annees Preparatoires,AP2,AP2_G1
985,1233,2025-01-02,2,4,Annees Preparatoires,AP2,AP2_G2
986,1234,2025-06-09,2,3,Annees Preparatoires,AP2,AP2_G1
987,1239,2024-12-14,2,4,Annees Preparatoires,AP2,AP2_G2
988,1242,2024-10-05,4,3,Annees Preparatoires,AP2,AP2_G1
989,1242,2025-06-14,2,3,Annees Preparatoires,AP2,AP2_G1
990,1242,2025-03-09,4,3,Annees Preparatoires,AP2,AP2_G1
991,1243,2024-09-10,8,3,Annees Preparatoires,AP2,AP2_G1
992,1244,2024-10-08,6,3,Annees Preparatoires,AP2,AP2_G1
993,1245,2024-11-02,2,4,Annees Preparatoires,AP2,AP2_G2
994,1245,2025-02-03,2,4,Annees Preparatoires,AP2,AP2_G2
995,1245,2024-10-23,4,4,Annees Preparatoires,AP2,AP2_G2
996,1245,2025-05-19,2,4,Annees Preparatoires,AP2,AP2_G2
997,1245,2025-03-19,4,4,Annees Preparatoires,AP2,AP2_G2
998,1250,2024-09-29,2,4,Annees Preparatoires,AP2,AP2_G2
999,1250,2025-04-04,2,4,Annees Preparatoires,AP2,AP2_G2
1000,1250,2024-12-24,4,4,Annees Preparatoires,AP2,AP2_G2
1001,1251,2025-02-17,2,4,Annees Preparatoires,AP2,AP2_G2
1002,1253,2025-02-15,2,4,Annees Preparatoires,AP2,AP2_G2
1003,1257,2024-10-08,4,4,Annees Preparatoires,AP2,AP2_G2
1004,1258,2024-11-12,6,3,Annees Preparatoires,AP2,AP2_G1
1005,1260,2025-02-21,6,4,Annees Preparatoires,AP2,AP2_G2
1006,1261,2025-01-31,6,3,Annees Preparatoires,AP2,AP2_G1
1007,1267,2025-01-26,8,4,Annees Preparatoires,AP2,AP2_G2
1008,1271,2025-04-02,2,4,Annees Preparatoires,AP2,AP2_G2
1009,1271,2025-05-21,2,4,Annees Preparatoires,AP2,AP2_G2
1010,1272,2025-02-21,4,3,Annees Preparatoires,AP2,AP2_G1
1011,1279,2025-01-12,2,4,Annees Preparatoires,AP2,AP2_G2
1012,1286,2024-10-13,2,4,Annees Preparatoires,AP2,AP2_G2
1013,1292,2024-12-31,4,4,Annees Preparatoires,AP2,AP2_G2
1014,1292,2025-01-08,6,4,Annees Preparatoires,AP2,AP2_G2
1015,1294,2024-12-22,2,4,Annees Preparatoires,AP2,AP2_G2
1016,1303,2025-03-12,2,3,Annees Preparatoires,AP2,AP2_G1
1017,1304,2025-03-12,4,4,Annees Preparatoires,AP2,AP2_G2
1018,1305,2025-01-16,2,3,Annees Preparatoires,AP2,AP2_G1
1019,1305,2025-05-23,4,3,Annees Preparatoires,AP2,AP2_G1
1020,1305,2024-11-07,4,3,Annees Preparatoires,AP2,AP2_G1
1021,1309,2025-06-09,6,4,Annees Preparatoires,AP2,AP2_G2
1022,1316,2025-02-23,6,4,Annees Preparatoires,AP2,AP2_G2
1023,1317,2025-04-29,2,4,Annees Preparatoires,AP2,AP2_G2
1024,1318,2024-12-27,4,4,Annees Preparatoires,AP2,AP2_G2
1025,1318,2025-06-08,4,4,Annees Preparatoires,AP2,AP2_G2
1026,1318,2024-11-23,2,4,Annees Preparatoires,AP2,AP2_G2
1027,1318,2025-02-28,2,4,Annees Preparatoires,AP2,AP2_G2
1028,1320,2025-03-09,8,3,Annees Preparatoires,AP2,AP2_G1
1029,1320,2025-06-06,2,3,Annees Preparatoires,AP2,AP2_G1
1030,1323,2024-10-28,6,4,Annees Preparatoires,AP2,AP2_G2
1031,1323,2025-01-08,4,4,Annees Preparatoires,AP2,AP2_G2
1032,1325,2024-09-20,4,3,Annees Preparatoires,AP2,AP2_G1
1033,1327,2025-02-18,6,4,Annees Preparatoires,AP2,AP2_G2
1034,1329,2024-09-16,2,4,Annees Preparatoires,AP2,AP2_G2
1035,1329,2024-11-10,2,4,Annees Preparatoires,AP2,AP2_G2
1036,1332,2025-02-24,4,4,Annees Preparatoires,AP2,AP2_G2
1037,1338,2024-11-04,6,3,Annees Preparatoires,AP2,AP2_G1
1038,1338,2025-04-03,2,3,Annees Preparatoires,AP2,AP2_G1
1039,1340,2025-03-02,4,3,Annees Preparatoires,AP2,AP2_G1
1040,1341,2024-11-09,8,4,Annees Preparatoires,AP2,AP2_G2
1041,1342,2024-12-01,6,3,Annees Preparatoires,AP2,AP2_G1
1042,1345,2025-01-18,4,3,Annees Preparatoires,AP2,AP2_G1
1043,1349,2024-11-10,8,3,Annees Preparatoires,AP2,AP2_G1
1044,1349,2025-06-05,4,3,Annees Preparatoires,AP2,AP2_G1
1045,1350,2025-05-09,4,4,Annees Preparatoires,AP2,AP2_G2
1046,1354,2025-04-15,2,3,Annees Preparatoires,AP2,AP2_G1
1047,1356,2024-09-13,6,4,Annees Preparatoires,AP2,AP2_G2
1048,1357,2025-05-13,2,4,Annees Preparatoires,AP2,AP2_G2
1049,1359,2025-02-15,6,4,Annees Preparatoires,AP2,AP2_G2
1050,1363,2025-01-21,4,4,Annees Preparatoires,AP2,AP2_G2
1051,1363,2025-01-03,4,4,Annees Preparatoires,AP2,AP2_G2
1052,1363,2025-03-25,2,4,Annees Preparatoires,AP2,AP2_G2
1053,1366,2025-01-29,2,3,Annees Preparatoires,AP2,AP2_G1
1054,1370,2025-04-16,4,3,Annees Preparatoires,AP2,AP2_G1
1055,1370,2024-09-26,8,3,Annees Preparatoires,AP2,AP2_G1
1056,1370,2024-10-25,4,3,Annees Preparatoires,AP2,AP2_G1
1057,1373,2025-02-16,2,3,Annees Preparatoires,AP2,AP2_G1
1058,1376,2024-10-22,4,4,Annees Preparatoires,AP2,AP2_G2
1059,1377,2024-11-12,2,3,Annees Preparatoires,AP2,AP2_G1
1060,1377,2024-09-30,2,3,Annees Preparatoires,AP2,AP2_G1
1061,1377,2025-05-18,4,3,Annees Preparatoires,AP2,AP2_G1
1062,1377,2025-04-11,6,3,Annees Preparatoires,AP2,AP2_G1
1063,1378,2024-11-25,2,3,Annees Preparatoires,AP2,AP2_G1
1064,1379,2024-09-10,4,4,Annees Preparatoires,AP2,AP2_G2
1065,1383,2024-12-01,2,4,Annees Preparatoires,AP2,AP2_G2
1066,1384,2025-03-15,4,4,Annees Preparatoires,AP2,AP2_G2
1067,1386,2025-04-28,2,4,Annees Preparatoires,AP2,AP2_G2
1068,1394,2025-06-28,4,3,Annees Preparatoires,AP2,AP2_G1
1069,1394,2025-04-28,4,3,Annees Preparatoires,AP2,AP2_G1
1070,1398,2025-04-03,4,4,Annees Preparatoires,AP2,AP2_G2
1071,1399,2024-11-07,2,4,Annees Preparatoires,AP2,AP2_G2
1072,1402,2025-02-14,6,3,Annees Preparatoires,AP2,AP2_G1
1073,1402,2025-03-15,4,3,Annees Preparatoires,AP2,AP2_G1
1074,1402,2024-12-11,2,3,Annees Preparatoires,AP2,AP2_G1
1075,1402,2024-12-23,4,3,Annees Preparatoires,AP2,AP2_G1
1076,1402,2024-10-17,8,3,Annees Preparatoires,AP2,AP2_G1
1077,1403,2024-09-28,2,4,Annees Preparatoires,AP2,AP2_G2
1078,1404,2025-01-25,2,4,Annees Preparatoires,AP2,AP2_G2
1079,1405,2024-11-22,4,3,Annees Preparatoires,AP2,AP2_G1
1080,1407,2024-10-04,8,4,Annees Preparatoires,AP2,AP2_G2
1081,1408,2024-09-26,4,4,Annees Preparatoires,AP2,AP2_G2
1082,1408,2024-09-02,2,4,Annees Preparatoires,AP2,AP2_G2
1083,1408,2024-10-04,4,4,Annees Preparatoires,AP2,AP2_G2
1084,1408,2024-09-11,4,4,Annees Preparatoires,AP2,AP2_G2
1085,1408,2025-05-09,2,4,Annees Preparatoires,AP2,AP2_G2
1086,1411,2024-12-06,4,4,Annees Preparatoires,AP2,AP2_G2
1087,1411,2025-03-14,4,4,Annees Preparatoires,AP2,AP2_G2
1088,1411,2025-06-17,8,4,Annees Preparatoires,AP2,AP2_G2
1089,1414,2024-10-15,6,3,Annees Preparatoires,AP2,AP2_G1
1090,1414,2024-10-23,4,3,Annees Preparatoires,AP2,AP2_G1
1091,1414,2024-12-19,2,3,Annees Preparatoires,AP2,AP2_G1
1092,1417,2024-09-11,8,4,Annees Preparatoires,AP2,AP2_G2
1093,1423,2024-09-22,4,4,Annees Preparatoires,AP2,AP2_G2
1094,1423,2024-09-04,2,4,Annees Preparatoires,AP2,AP2_G2
1095,1426,2025-02-24,2,4,Annees Preparatoires,AP2,AP2_G2
1096,1428,2025-05-19,4,3,Annees Preparatoires,AP2,AP2_G1
1097,1430,2024-10-22,2,3,Annees Preparatoires,AP2,AP2_G1
1098,1430,2024-11-12,4,3,Annees Preparatoires,AP2,AP2_G1
1099,1430,2025-01-05,4,3,Annees Preparatoires,AP2,AP2_G1
1100,1434,2025-02-10,2,3,Annees Preparatoires,AP2,AP2_G1
1101,1434,2024-12-29,2,3,Annees Preparatoires,AP2,AP2_G1
1102,1434,2024-09-01,4,3,Annees Preparatoires,AP2,AP2_G1
1103,1434,2024-10-25,2,3,Annees Preparatoires,AP2,AP2_G1
1104,1436,2025-05-08,2,4,Annees Preparatoires,AP2,AP2_G2
1105,1437,2025-02-11,4,4,Annees Preparatoires,AP2,AP2_G2
1106,1439,2025-03-07,2,4,Annees Preparatoires,AP2,AP2_G2
1107,1440,2025-04-13,6,3,Annees Preparatoires,AP2,AP2_G1
1108,1444,2024-12-08,6,3,Annees Preparatoires,AP2,AP2_G1
1109,1446,2025-01-13,4,4,Annees Preparatoires,AP2,AP2_G2
1110,1447,2025-02-22,2,4,Annees Preparatoires,AP2,AP2_G2
1111,1448,2025-01-25,4,4,Annees Preparatoires,AP2,AP2_G2
1112,1448,2024-09-06,2,4,Annees Preparatoires,AP2,AP2_G2
1113,1448,2025-05-07,2,4,Annees Preparatoires,AP2,AP2_G2
1114,1448,2024-10-29,4,4,Annees Preparatoires,AP2,AP2_G2
1115,1448,2025-04-05,4,4,Annees Preparatoires,AP2,AP2_G2
1116,1453,2025-02-04,2,3,Annees Preparatoires,AP2,AP2_G1
1117,1454,2025-06-04,2,3,Annees Preparatoires,AP2,AP2_G1
1118,1456,2024-11-19,2,4,Annees Preparatoires,AP2,AP2_G2
1119,1460,2025-05-04,4,4,Annees Preparatoires,AP2,AP2_G2
1120,1462,2024-10-06,2,4,Annees Preparatoires,AP2,AP2_G2
1121,1471,2025-01-23,2,3,Annees Preparatoires,AP2,AP2_G1
1122,1475,2024-09-29,4,4,Annees Preparatoires,AP2,AP2_G2
1123,1475,2024-12-22,4,4,Annees Preparatoires,AP2,AP2_G2
1124,1492,2024-11-28,4,4,Annees Preparatoires,AP2,AP2_G2
1125,1495,2024-09-06,4,4,Annees Preparatoires,AP2,AP2_G2
1126,1495,2025-04-02,6,4,Annees Preparatoires,AP2,AP2_G2
1127,1495,2025-01-08,2,4,Annees Preparatoires,AP2,AP2_G2
1128,1495,2025-06-02,6,4,Annees Preparatoires,AP2,AP2_G2
1129,1495,2024-11-21,4,4,Annees Preparatoires,AP2,AP2_G2
1130,1501,2025-05-13,2,4,Annees Preparatoires,AP2,AP2_G2
1131,1505,2024-09-24,8,4,Annees Preparatoires,AP2,AP2_G2
1132,1510,2025-04-08,2,3,Annees Preparatoires,AP2,AP2_G1
1133,1510,2025-05-19,4,3,Annees Preparatoires,AP2,AP2_G1
1134,1511,2024-09-17,4,4,Annees Preparatoires,AP2,AP2_G2
1135,1513,2025-04-05,4,4,Annees Preparatoires,AP2,AP2_G2
1136,1513,2025-05-19,4,4,Annees Preparatoires,AP2,AP2_G2
1137,1513,2025-04-24,2,4,Annees Preparatoires,AP2,AP2_G2
1138,1516,2025-01-27,6,4,Annees Preparatoires,AP2,AP2_G2
1139,1520,2024-11-04,6,3,Annees Preparatoires,AP2,AP2_G1
1140,1520,2025-02-03,6,3,Annees Preparatoires,AP2,AP2_G1
1141,1520,2024-12-01,2,3,Annees Preparatoires,AP2,AP2_G1
1142,1521,2025-01-27,6,4,Annees Preparatoires,AP2,AP2_G2
1143,1523,2025-02-07,2,3,Annees Preparatoires,AP2,AP2_G1
1144,1523,2024-12-24,4,3,Annees Preparatoires,AP2,AP2_G1
1145,1523,2025-01-16,2,3,Annees Preparatoires,AP2,AP2_G1
1146,1524,2025-05-01,4,3,Annees Preparatoires,AP2,AP2_G1
1147,1531,2024-11-13,4,4,Annees Preparatoires,AP2,AP2_G2
