note_id,etudiant_id,matiere,notes
23610,2338,Circuits Électriques,12.92
23611,2338,Électronique Analogique,10.49
23612,2338,Automatique 1,13.14
23613,2338,Machines Électriques 1,17.28
23614,2338,Réseaux Électriques,16.3
23615,2338,Instrumentation 1,12.55
23616,2338,Énergies Renouvelables 1,19.41
23617,2338,Régulation,13.31
23618,2338,Sécurité Électrique,10.8
23619,2339,Programmation Orientée Objet,13.02
23620,2339,Structures de Données,15.44
23621,2339,Base de Données 1,11.26
23622,2339,Architecture des Ordinateurs,6.73
23623,2339,Réseaux 1,13.09
23624,2339,Systèmes d'Exploitation,13.6
23625,2339,Mathématiques pour l'Informatique,6.51
23626,2339,Web Development 1,14.76
23627,2339,Gestion de Projet TI,13.91
23628,2339,Gestion de Projet TI,18.34
23629,2339,Gestion de Projet TI,12.96
23630,2339,Langue Anglaise Technique,15.43
23631,2340,Gestion de Production 1,15.29
23632,2340,Recherche Opérationnelle 1,13.06
23633,2340,Automatisme Industriel,11.26
23634,2340,Mécanique des Solides,12.29
23635,2340,Dessin Industriel,15.97
23636,2340,Qualité 1,10.48
23637,2340,Énergétique Industrielle,7.94
23638,2340,Logistique 1,9.3
23639,2340,Management Industriel,7.76
23640,2340,Santé et Sécurité,15.86
23641,2341,Programmation Orientée Objet,12.02
23642,2341,Structures de Données,12.87
23643,2341,Base de Données 1,14.31
23644,2341,Architecture des Ordinateurs,10.71
23645,2341,Réseaux 1,8.23
23646,2341,Systèmes d'Exploitation,15.17
23647,2341,Mathématiques pour l'Informatique,13.29
23648,2341,Web Development 1,18.68
23649,2341,Gestion de Projet TI,13.55
23650,2341,Gestion de Projet TI,12.87
23651,2341,Gestion de Projet TI,14.11
23652,2341,Gestion de Projet TI,11.64
23653,2341,Langue Anglaise Technique,15.3
23654,2342,Gestion de Production 1,15.2
23655,2342,Recherche Opérationnelle 1,16.19
23656,2342,Automatisme Industriel,12.5
23657,2342,Mécanique des Solides,11.73
23658,2342,Dessin Industriel,8.49
23659,2342,Qualité 1,16.98
23660,2342,Énergétique Industrielle,16.17
23661,2342,Logistique 1,16.52
23662,2342,Management Industriel,12.37
23663,2342,Santé et Sécurité,12.51
23664,2343,Gestion de Production 1,13.04
23665,2343,Recherche Opérationnelle 1,8.36
23666,2343,Automatisme Industriel,15.44
23667,2343,Mécanique des Solides,11.03
23668,2343,Dessin Industriel,8.86
23669,2343,Qualité 1,11.81
23670,2343,Énergétique Industrielle,16.68
23671,2343,Logistique 1,19.45
23672,2343,Management Industriel,11.97
23673,2343,Santé et Sécurité,14.7
23674,2344,Programmation Orientée Objet,13.78
23675,2344,Structures de Données,13.33
23676,2344,Base de Données 1,15.61
23677,2344,Architecture des Ordinateurs,14.12
23678,2344,Réseaux 1,13.54
23679,2344,Systèmes d'Exploitation,12.9
23680,2344,Mathématiques pour l'Informatique,16.06
23681,2344,Web Development 1,12.64
23682,2344,Gestion de Projet TI,12.96
23683,2344,Gestion de Projet TI,13.29
23684,2344,Gestion de Projet TI,15.42
23685,2344,Langue Anglaise Technique,13.37
23686,2345,Électrotechnique 1,10.54
23687,2345,Circuits Électriques,8.85
23688,2345,Électronique Analogique,16.09
23689,2345,Automatique 1,14.22
23690,2345,Machines Électriques 1,5.64
23691,2345,Réseaux Électriques,16.56
23692,2345,Instrumentation 1,12.93
23693,2345,Énergies Renouvelables 1,16.9
23694,2345,Régulation,12.51
23695,2345,Sécurité Électrique,11.9
23696,2346,Programmation Orientée Objet,17.36
23697,2346,Structures de Données,14.39
23698,2346,Base de Données 1,13.3
23699,2346,Architecture des Ordinateurs,12.98
23700,2346,Réseaux 1,14.82
23701,2346,Systèmes d'Exploitation,14.56
23702,2346,Mathématiques pour l'Informatique,14.38
23703,2346,Web Development 1,12.79
23704,2346,Gestion de Projet TI,19.65
23705,2346,Gestion de Projet TI,13.54
23706,2346,Langue Anglaise Technique,10.79
23707,2347,Programmation Orientée Objet,15.09
23708,2347,Structures de Données,10.08
23709,2347,Base de Données 1,10.07
23710,2347,Architecture des Ordinateurs,15.83
23711,2347,Réseaux 1,15.63
23712,2347,Systèmes d'Exploitation,16.95
23713,2347,Mathématiques pour l'Informatique,13.52
23714,2347,Web Development 1,12.06
23715,2347,Gestion de Projet TI,12.92
23716,2347,Gestion de Projet TI,11.89
23717,2347,Langue Anglaise Technique,8.12
23718,2348,Électrotechnique 1,15.08
23719,2348,Circuits Électriques,14.34
23720,2348,Électronique Analogique,12.15
23721,2348,Automatique 1,15.26
23722,2348,Machines Électriques 1,14.92
23723,2348,Réseaux Électriques,9.49
23724,2348,Instrumentation 1,10.01
23725,2348,Énergies Renouvelables 1,15.25
23726,2348,Régulation,11.07
23727,2348,Sécurité Électrique,16.28
23728,2349,Gestion de Production 1,12.68
23729,2349,Recherche Opérationnelle 1,10.42
23730,2349,Automatisme Industriel,13.59
23731,2349,Mécanique des Solides,11.8
23732,2349,Dessin Industriel,9.43
23733,2349,Qualité 1,12.67
23734,2349,Énergétique Industrielle,14.62
23735,2349,Logistique 1,14.14
23736,2349,Management Industriel,14.08
23737,2349,Santé et Sécurité,8.55
23738,2350,Électrotechnique 1,18.49
23739,2350,Circuits Électriques,14.83
23740,2350,Électronique Analogique,9.41
23741,2350,Automatique 1,13.58
23742,2350,Machines Électriques 1,11.64
23743,2350,Réseaux Électriques,18.5
23744,2350,Instrumentation 1,14.1
23745,2350,Énergies Renouvelables 1,12.45
23746,2350,Régulation,13.5
23747,2350,Sécurité Électrique,17.05
23748,2351,Électrotechnique 1,16.22
23749,2351,Circuits Électriques,11.08
23750,2351,Électronique Analogique,11.25
23751,2351,Automatique 1,13.85
23752,2351,Machines Électriques 1,11.67
23753,2351,Réseaux Électriques,10.62
23754,2351,Instrumentation 1,13.64
23755,2351,Énergies Renouvelables 1,13.69
23756,2351,Régulation,7.9
23757,2351,Sécurité Électrique,11.93
23758,2352,Programmation Orientée Objet,9.9
23759,2352,Structures de Données,12.23
23760,2352,Base de Données 1,16.82
23761,2352,Architecture des Ordinateurs,9.02
23762,2352,Réseaux 1,11.42
23763,2352,Systèmes d'Exploitation,13.95
23764,2352,Mathématiques pour l'Informatique,10.28
23765,2352,Web Development 1,13.7
23766,2352,Gestion de Projet TI,18.53
23767,2352,Gestion de Projet TI,11.62
23768,2352,Gestion de Projet TI,16.86
23769,2352,Gestion de Projet TI,12.3
23770,2352,Langue Anglaise Technique,16.55
23771,2353,Programmation Orientée Objet,12.04
23772,2353,Structures de Données,15.44
23773,2353,Base de Données 1,9.55
23774,2353,Architecture des Ordinateurs,14.01
23775,2353,Réseaux 1,12.28
23776,2353,Systèmes d'Exploitation,5.88
23777,2353,Mathématiques pour l'Informatique,14.95
23778,2353,Web Development 1,14.04
23779,2353,Gestion de Projet TI,16.78
23780,2353,Gestion de Projet TI,12.87
23781,2353,Gestion de Projet TI,15.81
23782,2353,Langue Anglaise Technique,12.26
23783,2354,Électrotechnique 1,15.1
23784,2354,Circuits Électriques,14.53
23785,2354,Électronique Analogique,17.71
23786,2354,Automatique 1,10.33
23787,2354,Machines Électriques 1,9.95
23788,2354,Réseaux Électriques,16.42
23789,2354,Instrumentation 1,15.54
23790,2354,Énergies Renouvelables 1,15.1
23791,2354,Régulation,9.64
23792,2354,Sécurité Électrique,7.21
23793,2355,Électrotechnique 1,14.69
23794,2355,Circuits Électriques,12.7
23795,2355,Électronique Analogique,12.62
23796,2355,Automatique 1,14.85
23797,2355,Machines Électriques 1,10.48
23798,2355,Réseaux Électriques,17.18
23799,2355,Instrumentation 1,14.04
23800,2355,Énergies Renouvelables 1,13.13
23801,2355,Régulation,9.93
23802,2355,Sécurité Électrique,8.59
23803,2356,Électrotechnique 1,10.57
23804,2356,Circuits Électriques,14.89
23805,2356,Électronique Analogique,14.64
23806,2356,Automatique 1,8.37
23807,2356,Machines Électriques 1,11.24
23808,2356,Réseaux Électriques,15.2
23809,2356,Instrumentation 1,13.76
23810,2356,Énergies Renouvelables 1,13.83
23811,2356,Régulation,13.64
23812,2356,Sécurité Électrique,13.99
23813,2357,Programmation Orientée Objet,8.5
23814,2357,Structures de Données,11.42
23815,2357,Base de Données 1,15.69
23816,2357,Architecture des Ordinateurs,18.21
23817,2357,Réseaux 1,11.38
23818,2357,Systèmes d'Exploitation,12.57
23819,2357,Mathématiques pour l'Informatique,15.53
23820,2357,Web Development 1,18.71
23821,2357,Gestion de Projet TI,14.14
23822,2357,Gestion de Projet TI,16.28
23823,2357,Langue Anglaise Technique,17.17
23824,2358,Gestion de Production 1,12.51
23825,2358,Recherche Opérationnelle 1,17.2
23826,2358,Automatisme Industriel,15.25
23827,2358,Mécanique des Solides,8.52
23828,2358,Dessin Industriel,6.05
23829,2358,Qualité 1,14.71
23830,2358,Énergétique Industrielle,9.4
23831,2358,Logistique 1,16.23
23832,2358,Management Industriel,7.77
23833,2358,Santé et Sécurité,12.96
23834,2359,Gestion de Production 1,11.46
23835,2359,Recherche Opérationnelle 1,8.9
23836,2359,Automatisme Industriel,13.29
23837,2359,Mécanique des Solides,13.41
23838,2359,Dessin Industriel,11.61
23839,2359,Qualité 1,12.63
23840,2359,Énergétique Industrielle,14.63
23841,2359,Logistique 1,14.33
23842,2359,Management Industriel,14.53
23843,2359,Santé et Sécurité,7.51
23844,2360,Programmation Orientée Objet,13.0
23845,2360,Structures de Données,17.83
23846,2360,Base de Données 1,13.85
23847,2360,Architecture des Ordinateurs,7.02
23848,2360,Réseaux 1,12.5
23849,2360,Systèmes d'Exploitation,13.89
23850,2360,Mathématiques pour l'Informatique,10.33
23851,2360,Web Development 1,14.36
23852,2360,Gestion de Projet TI,7.86
23853,2360,Gestion de Projet TI,15.13
23854,2360,Gestion de Projet TI,11.88
23855,2360,Langue Anglaise Technique,13.05
23856,2361,Électrotechnique 1,16.58
23857,2361,Circuits Électriques,11.01
23858,2361,Électronique Analogique,10.58
23859,2361,Automatique 1,11.79
23860,2361,Machines Électriques 1,13.85
23861,2361,Réseaux Électriques,16.45
23862,2361,Instrumentation 1,14.22
23863,2361,Énergies Renouvelables 1,12.15
23864,2361,Régulation,13.35
23865,2361,Sécurité Électrique,18.81
23866,2362,Gestion de Production 1,17.44
23867,2362,Recherche Opérationnelle 1,12.45
23868,2362,Automatisme Industriel,7.88
23869,2362,Mécanique des Solides,13.05
23870,2362,Dessin Industriel,9.13
23871,2362,Qualité 1,13.07
23872,2362,Énergétique Industrielle,10.51
23873,2362,Logistique 1,10.88
23874,2362,Management Industriel,12.32
23875,2362,Santé et Sécurité,10.88
23876,2363,Électrotechnique 1,12.65
23877,2363,Circuits Électriques,12.23
23878,2363,Électronique Analogique,11.7
23879,2363,Automatique 1,10.01
23880,2363,Machines Électriques 1,13.71
23881,2363,Réseaux Électriques,13.18
23882,2363,Instrumentation 1,15.47
23883,2363,Énergies Renouvelables 1,11.81
23884,2363,Régulation,10.73
23885,2363,Sécurité Électrique,15.58
23886,2364,Électrotechnique 1,12.7
23887,2364,Circuits Électriques,6.62
23888,2364,Électronique Analogique,11.18
23889,2364,Automatique 1,14.97
23890,2364,Machines Électriques 1,13.95
23891,2364,Réseaux Électriques,11.95
23892,2364,Instrumentation 1,9.32
23893,2364,Énergies Renouvelables 1,9.76
23894,2364,Régulation,16.66
23895,2364,Sécurité Électrique,16.29
23896,2365,Programmation Orientée Objet,13.83
23897,2365,Structures de Données,10.47
23898,2365,Base de Données 1,17.32
23899,2365,Architecture des Ordinateurs,8.78
23900,2365,Réseaux 1,12.27
23901,2365,Systèmes d'Exploitation,11.07
23902,2365,Mathématiques pour l'Informatique,6.88
23903,2365,Web Development 1,13.18
23904,2365,Gestion de Projet TI,11.46
23905,2365,Gestion de Projet TI,17.89
23906,2365,Gestion de Projet TI,12.95
23907,2365,Langue Anglaise Technique,14.02
23908,2366,Électrotechnique 1,16.17
23909,2366,Circuits Électriques,13.89
23910,2366,Électronique Analogique,13.73
23911,2366,Automatique 1,12.64
23912,2366,Machines Électriques 1,19.31
23913,2366,Réseaux Électriques,13.93
23914,2366,Instrumentation 1,12.02
23915,2366,Énergies Renouvelables 1,10.33
23916,2366,Régulation,12.89
23917,2366,Sécurité Électrique,16.47
23918,2367,Programmation Orientée Objet,7.61
23919,2367,Structures de Données,11.23
23920,2367,Base de Données 1,11.51
23921,2367,Architecture des Ordinateurs,15.29
23922,2367,Réseaux 1,14.19
23923,2367,Systèmes d'Exploitation,19.06
23924,2367,Mathématiques pour l'Informatique,3.07
23925,2367,Web Development 1,10.61
23926,2367,Gestion de Projet TI,14.54
23927,2367,Gestion de Projet TI,14.52
23928,2367,Langue Anglaise Technique,10.76
23929,2368,Électrotechnique 1,13.72
23930,2368,Circuits Électriques,18.45
23931,2368,Électronique Analogique,12.64
23932,2368,Automatique 1,11.88
23933,2368,Machines Électriques 1,13.09
23934,2368,Réseaux Électriques,8.58
23935,2368,Instrumentation 1,13.95
23936,2368,Énergies Renouvelables 1,9.64
23937,2368,Régulation,8.52
23938,2368,Sécurité Électrique,14.49
23939,2369,Électrotechnique 1,12.37
23940,2369,Circuits Électriques,14.4
23941,2369,Électronique Analogique,9.19
23942,2369,Automatique 1,14.02
23943,2369,Machines Électriques 1,11.64
23944,2369,Réseaux Électriques,9.41
23945,2369,Instrumentation 1,19.04
23946,2369,Énergies Renouvelables 1,5.1
23947,2369,Régulation,8.0
23948,2369,Sécurité Électrique,13.23
23949,2370,Gestion de Production 1,19.64
23950,2370,Recherche Opérationnelle 1,11.95
23951,2370,Automatisme Industriel,12.11
23952,2370,Mécanique des Solides,10.53
23953,2370,Dessin Industriel,11.86
23954,2370,Qualité 1,9.28
23955,2370,Énergétique Industrielle,14.79
23956,2370,Logistique 1,11.67
23957,2370,Management Industriel,14.02
23958,2370,Santé et Sécurité,15.24
23959,2371,Électrotechnique 1,11.37
23960,2371,Circuits Électriques,14.73
23961,2371,Électronique Analogique,13.0
23962,2371,Automatique 1,10.28
23963,2371,Machines Électriques 1,19.27
23964,2371,Réseaux Électriques,17.49
23965,2371,Instrumentation 1,8.56
23966,2371,Énergies Renouvelables 1,9.81
23967,2371,Régulation,13.26
23968,2371,Sécurité Électrique,10.37
23969,2372,Électrotechnique 1,18.44
23970,2372,Circuits Électriques,9.13
23971,2372,Électronique Analogique,11.74
23972,2372,Automatique 1,12.26
23973,2372,Machines Électriques 1,13.0
23974,2372,Réseaux Électriques,17.02
23975,2372,Instrumentation 1,14.89
23976,2372,Énergies Renouvelables 1,13.96
23977,2372,Régulation,15.94
23978,2372,Sécurité Électrique,10.35
23979,2373,Électrotechnique 1,18.06
23980,2373,Circuits Électriques,9.19
23981,2373,Électronique Analogique,16.77
23982,2373,Automatique 1,11.55
23983,2373,Machines Électriques 1,14.2
23984,2373,Réseaux Électriques,11.72
23985,2373,Instrumentation 1,12.8
23986,2373,Énergies Renouvelables 1,13.55
23987,2373,Régulation,11.42
23988,2373,Sécurité Électrique,14.77
23989,2374,Programmation Orientée Objet,15.85
23990,2374,Structures de Données,6.33
23991,2374,Base de Données 1,20.0
23992,2374,Architecture des Ordinateurs,15.27
23993,2374,Réseaux 1,13.43
23994,2374,Systèmes d'Exploitation,11.68
23995,2374,Mathématiques pour l'Informatique,14.12
23996,2374,Web Development 1,9.11
23997,2374,Gestion de Projet TI,13.65
23998,2374,Gestion de Projet TI,10.92
23999,2374,Gestion de Projet TI,14.47
24000,2374,Langue Anglaise Technique,14.73
24001,2375,Programmation Orientée Objet,17.25
24002,2375,Structures de Données,9.87
24003,2375,Base de Données 1,16.9
24004,2375,Architecture des Ordinateurs,11.81
24005,2375,Réseaux 1,13.89
24006,2375,Systèmes d'Exploitation,10.09
24007,2375,Mathématiques pour l'Informatique,16.82
24008,2375,Web Development 1,9.52
24009,2375,Gestion de Projet TI,13.39
24010,2375,Gestion de Projet TI,12.74
24011,2375,Gestion de Projet TI,15.85
24012,2375,Gestion de Projet TI,12.6
24013,2375,Langue Anglaise Technique,12.22
24014,2376,Programmation Orientée Objet,12.66
24015,2376,Structures de Données,8.99
24016,2376,Base de Données 1,13.83
24017,2376,Architecture des Ordinateurs,11.57
24018,2376,Réseaux 1,9.74
24019,2376,Systèmes d'Exploitation,10.09
24020,2376,Mathématiques pour l'Informatique,8.39
24021,2376,Web Development 1,7.09
24022,2376,Gestion de Projet TI,18.3
24023,2376,Gestion de Projet TI,19.72
24024,2376,Langue Anglaise Technique,13.3
24025,2377,Électrotechnique 1,10.94
24026,2377,Circuits Électriques,12.45
24027,2377,Électronique Analogique,6.14
24028,2377,Automatique 1,10.26
24029,2377,Machines Électriques 1,13.64
24030,2377,Réseaux Électriques,15.58
24031,2377,Instrumentation 1,16.79
24032,2377,Énergies Renouvelables 1,11.56
24033,2377,Régulation,11.62
24034,2377,Sécurité Électrique,5.37
24035,2378,Programmation Orientée Objet,9.61
24036,2378,Structures de Données,10.49
24037,2378,Base de Données 1,12.26
24038,2378,Architecture des Ordinateurs,15.66
24039,2378,Réseaux 1,12.48
24040,2378,Systèmes d'Exploitation,7.72
24041,2378,Mathématiques pour l'Informatique,12.78
24042,2378,Web Development 1,11.16
24043,2378,Gestion de Projet TI,12.61
24044,2378,Gestion de Projet TI,14.84
24045,2378,Gestion de Projet TI,15.03
24046,2378,Gestion de Projet TI,15.87
24047,2378,Langue Anglaise Technique,15.21
24048,2379,Programmation Orientée Objet,7.87
24049,2379,Structures de Données,9.96
24050,2379,Base de Données 1,15.24
24051,2379,Architecture des Ordinateurs,11.51
24052,2379,Réseaux 1,15.06
24053,2379,Systèmes d'Exploitation,10.82
24054,2379,Mathématiques pour l'Informatique,9.99
24055,2379,Web Development 1,20.0
24056,2379,Gestion de Projet TI,18.85
24057,2379,Gestion de Projet TI,20.0
24058,2379,Gestion de Projet TI,13.71
24059,2379,Gestion de Projet TI,14.11
24060,2379,Langue Anglaise Technique,14.5
24061,2380,Gestion de Production 1,11.98
24062,2380,Recherche Opérationnelle 1,18.41
24063,2380,Automatisme Industriel,13.85
24064,2380,Mécanique des Solides,14.13
24065,2380,Dessin Industriel,11.17
24066,2380,Qualité 1,9.55
24067,2380,Énergétique Industrielle,12.87
24068,2380,Logistique 1,13.5
24069,2380,Management Industriel,13.24
24070,2380,Santé et Sécurité,8.62
24071,2381,Programmation Orientée Objet,10.84
24072,2381,Structures de Données,8.19
24073,2381,Base de Données 1,16.35
24074,2381,Architecture des Ordinateurs,12.13
24075,2381,Réseaux 1,13.38
24076,2381,Systèmes d'Exploitation,18.55
24077,2381,Mathématiques pour l'Informatique,13.54
24078,2381,Web Development 1,12.21
24079,2381,Gestion de Projet TI,20.0
24080,2381,Gestion de Projet TI,14.88
24081,2381,Gestion de Projet TI,15.69
24082,2381,Langue Anglaise Technique,17.15
24083,2382,Gestion de Production 1,9.07
24084,2382,Recherche Opérationnelle 1,12.83
24085,2382,Automatisme Industriel,13.35
24086,2382,Mécanique des Solides,14.03
24087,2382,Dessin Industriel,6.48
24088,2382,Qualité 1,15.09
24089,2382,Énergétique Industrielle,10.48
24090,2382,Logistique 1,12.23
24091,2382,Management Industriel,13.27
24092,2382,Santé et Sécurité,17.18
24093,2383,Gestion de Production 1,13.79
24094,2383,Recherche Opérationnelle 1,10.84
24095,2383,Automatisme Industriel,13.5
24096,2383,Mécanique des Solides,11.68
24097,2383,Dessin Industriel,12.27
24098,2383,Qualité 1,11.24
24099,2383,Énergétique Industrielle,16.67
24100,2383,Logistique 1,13.41
24101,2383,Management Industriel,16.33
24102,2383,Santé et Sécurité,10.51
24103,2384,Programmation Orientée Objet,15.59
24104,2384,Structures de Données,13.93
24105,2384,Base de Données 1,9.73
24106,2384,Architecture des Ordinateurs,9.71
24107,2384,Réseaux 1,16.79
24108,2384,Systèmes d'Exploitation,14.41
24109,2384,Mathématiques pour l'Informatique,11.79
24110,2384,Web Development 1,16.29
24111,2384,Gestion de Projet TI,11.54
24112,2384,Gestion de Projet TI,11.53
24113,2384,Gestion de Projet TI,17.41
24114,2384,Gestion de Projet TI,16.03
24115,2384,Langue Anglaise Technique,13.3
24116,2385,Programmation Orientée Objet,11.42
24117,2385,Structures de Données,11.29
24118,2385,Base de Données 1,10.87
24119,2385,Architecture des Ordinateurs,13.95
24120,2385,Réseaux 1,10.43
24121,2385,Systèmes d'Exploitation,14.78
24122,2385,Mathématiques pour l'Informatique,14.39
24123,2385,Web Development 1,10.15
24124,2385,Gestion de Projet TI,15.64
24125,2385,Gestion de Projet TI,17.88
24126,2385,Gestion de Projet TI,14.29
24127,2385,Langue Anglaise Technique,11.6
24128,2386,Gestion de Production 1,7.42
24129,2386,Recherche Opérationnelle 1,14.03
24130,2386,Automatisme Industriel,14.16
24131,2386,Mécanique des Solides,12.33
24132,2386,Dessin Industriel,15.04
24133,2386,Qualité 1,13.52
24134,2386,Énergétique Industrielle,13.62
24135,2386,Logistique 1,12.78
24136,2386,Management Industriel,11.28
24137,2386,Santé et Sécurité,14.18
24138,2387,Programmation Orientée Objet,10.68
24139,2387,Structures de Données,13.84
24140,2387,Base de Données 1,12.61
24141,2387,Architecture des Ordinateurs,16.43
24142,2387,Réseaux 1,11.58
24143,2387,Systèmes d'Exploitation,10.87
24144,2387,Mathématiques pour l'Informatique,13.69
24145,2387,Web Development 1,7.58
24146,2387,Gestion de Projet TI,18.22
24147,2387,Gestion de Projet TI,14.41
24148,2387,Langue Anglaise Technique,11.72
24149,2388,Électrotechnique 1,15.87
24150,2388,Circuits Électriques,12.93
24151,2388,Électronique Analogique,11.71
24152,2388,Automatique 1,13.01
24153,2388,Machines Électriques 1,13.17
24154,2388,Réseaux Électriques,13.52
24155,2388,Instrumentation 1,14.52
24156,2388,Énergies Renouvelables 1,15.2
24157,2388,Régulation,14.36
24158,2388,Sécurité Électrique,13.74
24159,2389,Programmation Orientée Objet,8.62
24160,2389,Structures de Données,11.56
24161,2389,Base de Données 1,20.0
24162,2389,Architecture des Ordinateurs,13.38
24163,2389,Réseaux 1,9.26
24164,2389,Systèmes d'Exploitation,17.28
24165,2389,Mathématiques pour l'Informatique,13.46
24166,2389,Web Development 1,11.04
24167,2389,Gestion de Projet TI,7.25
24168,2389,Gestion de Projet TI,17.04
24169,2389,Langue Anglaise Technique,13.97
24170,2390,Gestion de Production 1,8.09
24171,2390,Recherche Opérationnelle 1,12.99
24172,2390,Automatisme Industriel,16.19
24173,2390,Mécanique des Solides,10.76
24174,2390,Dessin Industriel,8.75
24175,2390,Qualité 1,13.75
24176,2390,Énergétique Industrielle,14.99
24177,2390,Logistique 1,15.74
24178,2390,Management Industriel,14.25
24179,2390,Santé et Sécurité,12.65
24180,2391,Électrotechnique 1,18.3
24181,2391,Circuits Électriques,11.73
24182,2391,Électronique Analogique,15.18
24183,2391,Automatique 1,16.9
24184,2391,Machines Électriques 1,11.94
24185,2391,Réseaux Électriques,11.69
24186,2391,Instrumentation 1,11.07
24187,2391,Énergies Renouvelables 1,13.22
24188,2391,Régulation,4.7
24189,2391,Sécurité Électrique,9.77
24190,2392,Programmation Orientée Objet,15.45
24191,2392,Structures de Données,9.09
24192,2392,Base de Données 1,16.44
24193,2392,Architecture des Ordinateurs,15.45
24194,2392,Réseaux 1,14.59
24195,2392,Systèmes d'Exploitation,9.6
24196,2392,Mathématiques pour l'Informatique,10.34
24197,2392,Web Development 1,13.34
24198,2392,Gestion de Projet TI,14.34
24199,2392,Gestion de Projet TI,13.43
24200,2392,Gestion de Projet TI,12.21
24201,2392,Gestion de Projet TI,16.28
24202,2392,Langue Anglaise Technique,16.08
24203,2393,Gestion de Production 1,10.07
24204,2393,Recherche Opérationnelle 1,15.15
24205,2393,Automatisme Industriel,11.85
24206,2393,Mécanique des Solides,13.29
24207,2393,Dessin Industriel,8.54
24208,2393,Qualité 1,7.89
24209,2393,Énergétique Industrielle,12.65
24210,2393,Logistique 1,13.59
24211,2393,Management Industriel,14.05
24212,2393,Santé et Sécurité,14.48
24213,2394,Électrotechnique 1,15.91
24214,2394,Circuits Électriques,10.62
24215,2394,Électronique Analogique,9.21
24216,2394,Automatique 1,10.31
24217,2394,Machines Électriques 1,12.2
24218,2394,Réseaux Électriques,11.55
24219,2394,Instrumentation 1,13.94
24220,2394,Énergies Renouvelables 1,8.26
24221,2394,Régulation,13.75
24222,2394,Sécurité Électrique,12.51
24223,2395,Électrotechnique 1,8.26
24224,2395,Circuits Électriques,6.46
24225,2395,Électronique Analogique,15.56
24226,2395,Automatique 1,13.55
24227,2395,Machines Électriques 1,17.11
24228,2395,Réseaux Électriques,15.17
24229,2395,Instrumentation 1,14.61
24230,2395,Énergies Renouvelables 1,14.64
24231,2395,Régulation,8.37
24232,2395,Sécurité Électrique,14.86
24233,2396,Gestion de Production 1,7.15
24234,2396,Recherche Opérationnelle 1,12.76
24235,2396,Automatisme Industriel,14.28
24236,2396,Mécanique des Solides,13.64
24237,2396,Dessin Industriel,9.04
24238,2396,Qualité 1,10.47
24239,2396,Énergétique Industrielle,16.9
24240,2396,Logistique 1,15.04
24241,2396,Management Industriel,10.57
24242,2396,Santé et Sécurité,11.43
24243,2397,Électrotechnique 1,12.54
24244,2397,Circuits Électriques,13.69
24245,2397,Électronique Analogique,14.46
24246,2397,Automatique 1,2.89
24247,2397,Machines Électriques 1,11.36
24248,2397,Réseaux Électriques,10.97
24249,2397,Instrumentation 1,15.12
24250,2397,Énergies Renouvelables 1,12.89
24251,2397,Régulation,13.75
24252,2397,Sécurité Électrique,12.0
24253,2398,Électrotechnique 1,13.75
24254,2398,Circuits Électriques,3.56
24255,2398,Électronique Analogique,8.89
24256,2398,Automatique 1,12.66
24257,2398,Machines Électriques 1,9.35
24258,2398,Réseaux Électriques,8.37
24259,2398,Instrumentation 1,16.28
24260,2398,Énergies Renouvelables 1,11.12
24261,2398,Régulation,11.32
24262,2398,Sécurité Électrique,10.32
24263,2399,Gestion de Production 1,14.14
24264,2399,Recherche Opérationnelle 1,12.68
24265,2399,Automatisme Industriel,13.26
24266,2399,Mécanique des Solides,14.55
24267,2399,Dessin Industriel,17.43
24268,2399,Qualité 1,12.41
24269,2399,Énergétique Industrielle,8.82
24270,2399,Logistique 1,13.07
24271,2399,Management Industriel,11.32
24272,2399,Santé et Sécurité,13.8
24273,2400,Gestion de Production 1,10.97
24274,2400,Recherche Opérationnelle 1,16.51
24275,2400,Automatisme Industriel,12.32
24276,2400,Mécanique des Solides,12.69
24277,2400,Dessin Industriel,14.44
24278,2400,Qualité 1,10.95
24279,2400,Énergétique Industrielle,11.36
24280,2400,Logistique 1,12.68
24281,2400,Management Industriel,14.73
24282,2400,Santé et Sécurité,11.71
24283,2401,Programmation Orientée Objet,13.36
24284,2401,Structures de Données,17.8
24285,2401,Base de Données 1,12.94
24286,2401,Architecture des Ordinateurs,19.5
24287,2401,Réseaux 1,18.8
24288,2401,Systèmes d'Exploitation,17.66
24289,2401,Mathématiques pour l'Informatique,13.79
24290,2401,Web Development 1,10.98
24291,2401,Gestion de Projet TI,16.81
24292,2401,Gestion de Projet TI,17.9
24293,2401,Gestion de Projet TI,15.71
24294,2401,Langue Anglaise Technique,14.65
24295,2402,Programmation Orientée Objet,12.62
24296,2402,Structures de Données,8.93
24297,2402,Base de Données 1,8.44
24298,2402,Architecture des Ordinateurs,14.81
24299,2402,Réseaux 1,14.76
24300,2402,Systèmes d'Exploitation,11.33
24301,2402,Mathématiques pour l'Informatique,13.94
24302,2402,Web Development 1,14.36
24303,2402,Gestion de Projet TI,15.51
24304,2402,Gestion de Projet TI,16.59
24305,2402,Gestion de Projet TI,11.78
24306,2402,Gestion de Projet TI,14.0
24307,2402,Langue Anglaise Technique,9.51
24308,2403,Programmation Orientée Objet,12.18
24309,2403,Structures de Données,10.83
24310,2403,Base de Données 1,8.3
24311,2403,Architecture des Ordinateurs,13.71
24312,2403,Réseaux 1,13.16
